Date,Year,Month,Month_Name,YearMonth,Day,Week,Learner_ID,Cohort,Track,Name,Participation_Score,Comments_Made,Questions_Asked,Attended_Session
2025-12-05,2025,12,December,2025-12,Friday,8,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,3.1,0,1,True
2025-12-05,2025,12,December,2025-12,Friday,8,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,8.1,10,8,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,9.9,2,4,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,0.0,0,0,False
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,5.3,4,2,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,8.8,10,7,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,7.3,1,4,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,0.0,0,0,False
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,0.0,0,0,False
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,0.0,0,0,False
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,0.0,0,0,False
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,5.0,4,0,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,0.0,0,0,False
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,5.0,2,1,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,6.2,11,5,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,0.0,0,0,False
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,2.7,3,1,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,9.4,11,5,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,7.5,1,4,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,7.5,9,4,True
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,0.0,0,0,False
2025-12-08,2025,12,December,2025-12,Monday,9,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,10.0,14,2,True
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,8.7,2,2,True
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,0.0,0,0,False
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,3.0,1,0,True
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,6.5,2,4,True
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,8.3,9,7,True
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,0.0,0,0,False
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,0.0,0,0,False
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,6.8,9,5,True
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,0.0,0,0,False
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,7.0,6,1,True
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,0.0,0,0,False
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,0.0,0,0,False
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,0.0,0,0,False
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,0.0,0,0,False
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,3.8,2,1,True
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,9.3,11,2,True
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,0.0,0,0,False
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,7.3,13,1,True
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,4.0,8,0,True
2025-12-09,2025,12,December,2025-12,Tuesday,9,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,7.9,15,6,True
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,7.2,3,0,True
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,0.0,0,0,False
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,5.9,5,2,True
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,7.9,10,0,True
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,8.9,9,2,True
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,0.0,0,0,False
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,0.0,0,0,False
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,0.0,0,0,False
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,0.0,0,0,False
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,6.9,2,1,True
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,0.0,0,0,False
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,0.0,0,0,False
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,7.6,10,5,True
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,0.0,0,0,False
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,2.7,2,2,True
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,7.9,13,5,True
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,2.7,4,4,True
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,0.0,0,0,False
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,0.0,0,0,False
2025-12-10,2025,12,December,2025-12,Wednesday,9,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,10.0,1,7,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,7.6,12,3,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,0.0,0,0,False
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,5.2,1,0,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,9.2,15,7,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,10.0,0,7,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,0.0,0,0,False
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,0.0,0,0,False
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,0.0,0,0,False
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,0.0,0,0,False
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,8.9,1,1,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,0.0,0,0,False
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,5.8,3,2,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,10.0,10,5,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,0.0,0,0,False
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,0.0,0,0,False
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,9.3,11,7,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,3.6,8,1,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,7.2,0,3,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,7.9,7,3,True
2025-12-11,2025,12,December,2025-12,Thursday,9,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,10.0,1,7,True
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,7.4,8,5,True
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,0.0,0,0,False
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,3.6,4,0,True
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,9.4,8,2,True
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,7.4,3,2,True
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,0.0,0,0,False
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,0.0,0,0,False
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,6.2,4,4,True
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,0.0,0,0,False
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,0.0,0,0,False
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,0.0,0,0,False
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,5.3,1,4,True
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,9.1,7,0,True
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,0.0,0,0,False
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,0.0,0,0,False
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,7.8,0,2,True
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,0.0,0,0,False
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,7.4,11,3,True
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,8.1,1,3,True
2025-12-12,2025,12,December,2025-12,Friday,9,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,10.0,8,7,True
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,9.6,1,7,True
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,0.0,0,0,False
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,0.0,0,0,False
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,4.0,4,3,True
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,9.1,6,8,True
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,0.0,0,0,False
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,0.0,0,0,False
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,0.0,0,0,False
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,0.0,0,0,False
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,6.8,5,2,True
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,0.0,0,0,False
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,0.0,0,0,False
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,9.2,10,3,True
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,0.0,0,0,False
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,2.5,6,1,True
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,0.0,0,0,False
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,3.3,3,2,True
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,9.7,2,2,True
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,7.8,5,1,True
2025-12-15,2025,12,December,2025-12,Monday,10,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,8.6,6,0,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,10.0,3,3,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,0.0,0,0,False
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,7.0,3,2,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,8.0,6,4,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,6.0,14,7,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,0.0,0,0,False
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,0.0,0,0,False
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,6.4,5,1,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,0.0,0,0,False
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,6.0,9,1,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,0.0,0,0,False
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,6.4,12,2,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,8.3,2,4,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,0.0,0,0,False
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,4.9,4,1,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,8.9,12,2,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,0.0,0,0,False
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,0.0,0,0,False
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,4.6,9,2,True
2025-12-16,2025,12,December,2025-12,Tuesday,10,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,0.0,0,0,False
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,10.0,2,2,True
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,0.0,0,0,False
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,2.9,2,3,True
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,7.5,3,0,True
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,9.7,11,7,True
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,0.0,0,0,False
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,0.0,0,0,False
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,5.6,5,3,True
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,0.0,0,0,False
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,0.0,0,0,False
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,0.0,0,0,False
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,8.3,9,5,True
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,10.0,3,3,True
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,0.0,0,0,False
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,3.3,3,1,True
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,9.7,7,7,True
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,0.0,0,0,False
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,0.0,0,0,False
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,0.0,0,0,False
2025-12-17,2025,12,December,2025-12,Wednesday,10,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,7.5,13,6,True
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,7.9,3,1,True
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,0.0,0,0,False
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,0.0,0,0,False
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,9.3,11,1,True
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,8.6,5,7,True
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,0.0,0,0,False
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,0.0,0,0,False
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,0.0,0,0,False
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,0.0,0,0,False
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,0.0,0,0,False
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,0.0,0,0,False
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,6.9,5,1,True
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,0.0,0,0,False
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,0.0,0,0,False
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,3.5,1,1,True
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,9.8,11,3,True
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,0.0,0,0,False
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,8.4,11,4,True
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,6.6,6,0,True
2025-12-18,2025,12,December,2025-12,Thursday,10,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,10.0,8,8,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_001,Cohort 1,AWS Cloud,Dorothy Choi,9.0,17,4,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_002,Cohort 1,AWS Cloud,Emily Nguyen,0.0,0,0,False
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_003,Cohort 1,AWS Cloud,Charles Liu,2.1,2,3,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_004,Cohort 1,AWS Cloud,Elizabeth Wang,7.8,4,5,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_005,Cohort 1,AWS Cloud,Ming Martinez,0.0,0,0,False
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_006,Cohort 1,AWS Cloud,Nadia Ahmed,0.0,0,0,False
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_007,Cohort 1,AWS Cloud,Sofia Morris,0.0,0,0,False
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_008,Cohort 1,AWS Cloud,Zainab Liu,5.4,6,2,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_009,Cohort 1,AWS Cloud,Babatunde Chen,0.0,0,0,False
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_010,Cohort 1,AWS Cloud,Kwame Verma,9.7,9,5,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_011,Cohort 1,AWS Cloud,Nadia Park,0.0,0,0,False
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_012,Cohort 1,AWS Cloud,Ronald Gonzalez,9.6,1,5,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_013,Cohort 1,AWS Cloud,Amy Johnson,10.0,7,2,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_014,Cohort 1,AWS Cloud,Jennifer King,0.0,0,0,False
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_015,Cohort 1,AWS Cloud,Elizabeth Miller,3.8,4,1,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_016,Cohort 1,AWS Cloud,Amy Green,8.8,13,6,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_017,Cohort 1,AWS Cloud,Emily Hall,6.2,1,3,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_018,Cohort 1,AWS Cloud,Kenneth Chen,0.0,0,0,False
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_019,Cohort 1,AWS Cloud,Timothy Nwosu,4.9,8,2,True
2025-12-19,2025,12,December,2025-12,Friday,10,AWS_C1_020,Cohort 1,AWS Cloud,Angela Robinson,8.6,5,2,True
2026-01-12,2026,1,January,2026-01,Monday,1,AWS_C2_001,Cohort 2,AWS Cloud,William Smith,6.3,4,0,True
